"ID","MWS","Group","Database","Layer","Name","Provider","Level","Geocode","Type","Discription","Download","geojson","Year","Title","Abstract","Data.Type","Keywords","Geographic.Extent","Scale","Temporal.Coverage","Publication.Date","Version","Data.Provider","Contact.Name","Email.Address","Phone.Number","Address","Data.Source","Accuracy","Limitations","Resolution","Coordinate.System","Datum","Vertical.Datum","Access.Constraints","Use.Constraints","Data.Format","File.Size","Download.Link","Process.Steps","Metadata.Creator","Metadata.Date","Metadata.Standard","Related.Publications","Supplementary.Info"
40,"UMW","Environmental Indicators","Station","Temperature",NA,"MD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/Temp/MET_Temp_St.geojson",NA,"Temperature - Raw data","Dataset represents temperature data for each station within the Upper Mahaweli Watershed","Vector","Meteorological Stations","","",2022,2023,"Version 1.0","Department of Meteorology",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
41,"UMW","Environmental Indicators","Station","Evaporation",NA,"MD","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/10_MET/EV_St/MET_EV_St.geojson",NA,"Evaporation - Raw data","Dataset represents evaporation data for each station within the Upper Mahaweli Watershed","Vector","Meteorological Stations","","",2022,2023,"Version 1.0","Department of Meteorology",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
42,"UMW","Environmental Indicators","Station","Water Quality -CEA",NA,"CEA","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/12_WQ/Level%202/pH.geojson",NA,"Water Quality - Raw data","Dataset representswater quality data for several locations within the Upper Mahaweli Watershed","Vector","Meteorological Stations","","",2022,2023,"Version 1.0","Central Environment Authority",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
43,"UMW","Environmental Indicators","Station","Water Quality - MASL",NA,"MASL","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/12_WQ/Level%202/pH.geojson",NA,"Water Quality - Raw data","Dataset representswater quality data for several locations within the Upper Mahaweli Watershed","Vector","Meteorological Stations","","",2022,2023,"Version 1.0","Central Environment Authority",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
44,"UMW","Environmental Indicators","Station","Water Quality - NWSRB",NA,"NWSRB","Raw","Yes","Vector",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/EXD/12_WQ/Level%202/pH.geojson",NA,"Water Quality - Raw data","Dataset representswater quality data for several locations within the Upper Mahaweli Watershed","Vector","Meteorological Stations","","",2022,2023,"Version 1.0","Central Environment Authority",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"Shapefile",NA,NA,NA,NA,NA,NA,NA,NA
45,"UMW","Environmental Indicators","Rainfall","Annual Rainfall",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_sum.png",NA,"Annual Rainfall","Dataset represents annual rainfall data derived for each station within the Upper Mahaweli Watershed","Raster","Rainfall, Annual","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
46,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Jan",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_1.png",NA,"Monthly rainfall - January","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
47,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Feb",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_2.png",NA,"Monthly rainfall - February","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
48,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Mar",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_3.png",NA,"Monthly rainfall - March","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
49,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Apr",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_4.png",NA,"Monthly rainfall - April","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
50,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - May",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_5.png",NA,"Monthly rainfall - May","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
51,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Jun",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_6.png",NA,"Monthly rainfall - June","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
52,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Jul",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_7.png",NA,"Monthly rainfall - July","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
53,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Aug",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_8.png",NA,"Monthly rainfall - August","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
54,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Sep",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_9.png",NA,"Monthly rainfall - September","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
55,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Oct",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_10.png",NA,"Monthly rainfall - October","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
56,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Nov",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_11.png",NA,"Monthly rainfall - Novermber","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
57,"UMW","Environmental Indicators","Rainfall","Monthly Rainfall - Dec",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/RF_12.png",NA,"Monthly rainfall - December","Dataset represents monthly rainfall derived for the Upper Mahaweli Watershed","Raster","Rainfall, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
58,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Jan",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_1.png",NA,"Monthly Temperature Max - January","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
59,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Feb",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_2.png",NA,"Monthly Temperature Max - February","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
60,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Mar",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_3.png",NA,"Monthly Temperature Max- March","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
61,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Apr",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_4.png",NA,"Monthly Temperature Max - April","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
62,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- May",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_5.png",NA,"Monthly Temperature Max - May","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
63,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Jun",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_6.png",NA,"Monthly Temperature Max - June","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
64,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Jul",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_7.png",NA,"Monthly Temperature Max - July","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
65,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Aug",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_8.png",NA,"Monthly Temperature Max - August","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
66,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Sep",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_9.png",NA,"Monthly Temperature Max - September","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
67,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Oct",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_10.png",NA,"Monthly Temperature Max - October","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
68,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Nov",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_11.png",NA,"Monthly Temperature Max - Novermber","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
69,"UMW","Environmental Indicators","Temperature - Max","Monthly  Temperature - Max- Dec",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMAX_12.png",NA,"Monthly Temperature Max - December","Dataset represents maximum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
70,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- Jan",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_1.png",NA,"Monthly Temperature Min - January","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
71,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- Feb",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_2.png",NA,"Monthly Temperature Min - February","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
72,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- Mar",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_3.png",NA,"Monthly Temperature Min - March","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
73,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- Apr",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_4.png",NA,"Monthly Temperature Min - April","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
74,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- May",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_5.png",NA,"Monthly Temperature Min - May","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
75,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- Jun",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_6.png",NA,"Monthly Temperature Min - June","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
76,"UMW","Environmental Indicators","Temperature - Min","Monthly  Temperature - Min- Jul",NA,"IWMI-IWWRMP","Derive","Yes","Raster",NA,"","https://raw.githubusercontent.com/MWS003-GIS/MWS003-GIS.github.io/main/IWWRMP/Data/Derive/TMIN_7.png",NA,"Monthly Temperature Min - July","Dataset represents minimum monthly temperature data within the Upper Mahaweli Watershed","Raster","Temperature, Monthly","North: 509031.585370 m, South: 501880.478771 m, East: 505636.003979 m, West: 500218.818650 m","",NA,NA,"","International Water Management Institute - Integrated Watershed and Water Resource Management Project",NA,NA,NA,NA,NA,NA,NA,NA,"SLD99 Sri Lanka Grid 1999","Sri Lanka Datum 1999",NA,NA,NA,"PNG",NA,NA,NA,NA,NA,NA,NA,NA
